Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
17zuoye	DST Global	Education|Language Learning	20000000	Edtech	China	Temasek Holdings, H Capital, Shunwei Fund
One Medical Group	Oak Investment Partners	Doctors|Health Care|Medical	20000000	Healthcare	USA	Benchmark Capital, DAG Ventures, Oak Investment Partners	Raised Series H (12/8/2015)
One Medical Group	Oak Investment Partners	Doctors|Health Care|Medical	30000000	Healthcare	USA	Benchmark Capital, DAG Ventures, Oak Investment Partners	Raised Series H (12/8/2015)
One Medical Group	Oak Investment Partners	Doctors|Health Care|Medical	40000000	Healthcare	USA	Benchmark Capital, DAG Ventures, Oak Investment Partners	Raised Series H (12/8/2015)
One Medical Group	Redmile Group	Doctors|Health Care|Medical	40000000	Healthcare	USA	Benchmark Capital, DAG Ventures, Oak Investment Partners	Raised Series H (12/8/2015)
Optimizely	Andreessen Horowitz	Ad Targeting|Internet Marketing|Personalization|Software	57000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Andreessen Horowitz	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Ariel Poler	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Ashton Kutcher	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Avichal Garg	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Bain Capital Ventures	Ad Targeting|Internet Marketing|Personalization|Software	28000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Bain Capital Ventures	Ad Targeting|Internet Marketing|Personalization|Software	57000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Bain Capital Ventures	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Battery Ventures	Ad Targeting|Internet Marketing|Personalization|Software	2000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Battery Ventures	Ad Targeting|Internet Marketing|Personalization|Software	28000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Battery Ventures	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Benchmark	Ad Targeting|Internet Marketing|Personalization|Software	28000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Benchmark	Ad Targeting|Internet Marketing|Personalization|Software	57000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Benchmark	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Brian Sugar	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Chris Dixon	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Chris Sacca	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Citi Ventures	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Correlation Ventures	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Danhua Capital	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Deep Nishar	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Elad Gil	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Felicis Ventures	Ad Targeting|Internet Marketing|Personalization|Software	2000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Founder Collective	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Founder Collective	Ad Targeting|Internet Marketing|Personalization|Software	28000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Google Ventures	Ad Targeting|Internet Marketing|Personalization|Software	2000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Google Ventures	Ad Targeting|Internet Marketing|Personalization|Software	28000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Index Ventures	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	InterWest Partners	Ad Targeting|Internet Marketing|Personalization|Software	2000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	InterWest Partners	Ad Targeting|Internet Marketing|Personalization|Software	28000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Jonathan Heiliger	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Joshua Schachter	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Keval Desai	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Mitchell Kapor	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Naval Ravikant	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Nils Johnson	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Paul Buchheit	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Pharus Capital Management	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Ram Shriram	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Raymond Tonsing	Ad Targeting|Internet Marketing|Personalization|Software	2000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Ron Conway	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Salesforce Ventures	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Sam Altman	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Steve Chen	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Steve Huffman	Ad Targeting|Internet Marketing|Personalization|Software	1200000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
Optimizely	Tenaya Capital	Ad Targeting|Internet Marketing|Personalization|Software	58000000	Internet Software & Services	USA	Bain Capital Ventures, Kapor Capital, Lowercase Capital	Raised Series C (10/13/2015)
PillPack	Accel	Finance|FinTech|Health Care	50000000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Accel	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Andy Palmer	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Andy Palmer	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Andy Palmer	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Atlas Venture	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Atlas Venture	Finance|FinTech|Health Care	50000000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Atlas Venture	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	BoxGroup	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	BoxGroup	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	CRV	Finance|FinTech|Health Care	50000000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	David Tisch	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Founder Collective	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Founder Collective	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	High Line Venture Partners	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	IDEO	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Kevin Colleran	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Lucy McAllister	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Lucy McQuilken	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Lucy McQuilken	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Menlo Ventures	Finance|FinTech|Health Care	50000000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	QueensBridge Venture Partners	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Sherpa Capital	Finance|FinTech|Health Care	50000000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Slow Ventures	Finance|FinTech|Health Care	8750000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Sridhar Iyengar	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Sridhar Iyengar	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Techstars	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Techstars	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Walt Winshall	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Walter Winshall	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Zen Chu	Finance|FinTech|Health Care	3500000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
PillPack	Zen Chu	Finance|FinTech|Health Care	550000	Healthcare	USA	Slow Ventures, Accomplice, Founder Collective	
Planet Labs	AME Cloud Ventures	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	AME Cloud Ventures	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Capricorn Investment Group	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Capricorn Investment Group	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Capricorn Investment Group	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Data Collective	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Data Collective	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Data Collective	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Draper Fisher Jurvetson (DFJ)	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Draper Fisher Jurvetson (DFJ)	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Draper Fisher Jurvetson (DFJ)	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	FF Angel LLC	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Felicis Ventures	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Felicis Ventures	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	First Round	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	First Round	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	First Round	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Founders Fund	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Founders Fund	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Industry Ventures	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Industry Ventures	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Innovation Endeavors	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Innovation Endeavors	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Innovation Endeavors	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	International Finance Corporation	Aerospace|Geospatial	23000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Lux Capital	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Lux Capital	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	O'Reilly AlphaTech Ventures	Aerospace|Geospatial	13100000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	O'Reilly AlphaTech Ventures	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	O'Reilly AlphaTech Ventures	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Ray Rothrock	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Ray Rothrock	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Space Angels Network	Aerospace|Geospatial	23000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Syngenta Ventures	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Western Technology Investment	Aerospace|Geospatial	25000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Yuri Milner	Aerospace|Geospatial	52000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Planet Labs	Yuri Milner	Aerospace|Geospatial	70000000	Drones/Satellites	USA	Lux Capital, Data Collective, Industry Ventures	
Practice Fusion	ARTIS Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	15000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	ARTIS Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	23000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	ARTIS Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	ARTIS Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Ali Partovi	Electronic Health Records|Health and Wellness|Health Care|Physicians	2000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Ali Partovi	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Ali Partovi	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Auren Hoffman	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Auren Hoffman	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Band of Angels	Electronic Health Records|Health and Wellness|Health Care|Physicians	15000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Band of Angels	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Band of Angels	Electronic Health Records|Health and Wellness|Health Care|Physicians	5019998	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Band of Angels	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	David Wu	Electronic Health Records|Health and Wellness|Health Care|Physicians	5019998	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Deerfield Capital Management	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Farzad (Zod) Nazem	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Felicis Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	23000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Felicis Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Felicis Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	5019998	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Felicis Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Founders Fund	Electronic Health Records|Health and Wellness|Health Care|Physicians	23000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Founders Fund	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Founders Fund	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Ghost Angel	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Glynn Capital Management	Electronic Health Records|Health and Wellness|Health Care|Physicians	23000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Glynn Capital Management	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Glynn Capital Management	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Glynn Capital Management	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Goldcrest Investments	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Hadi Partovi	Electronic Health Records|Health and Wellness|Health Care|Physicians	2000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Hadi Partovi	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Hadi Partovi	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Industry Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	15000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Jed Stremel	Electronic Health Records|Health and Wellness|Health Care|Physicians	2000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Kleiner Perkins Caufield & Byers	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Longitude Capital	Electronic Health Records|Health and Wellness|Health Care|Physicians	15000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Mark Goines	Electronic Health Records|Health and Wellness|Health Care|Physicians	5019998	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Morgenthaler Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	23000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Morgenthaler Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Morgenthaler Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	5019998	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Morgenthaler Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Morgenthaler Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	OrbiMed Advisors	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Qualcomm Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	15000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	SV Angel	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	SV Angel	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Salesforce Ventures	Electronic Health Records|Health and Wellness|Health Care|Physicians	5019998	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Scott Banister	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Scott Banister	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	SharesPost Investment Management	Electronic Health Records|Health and Wellness|Health Care|Physicians	2500000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Stuart Peterson	Electronic Health Records|Health and Wellness|Health Care|Physicians	34000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	The R-Group, LLC	Electronic Health Records|Health and Wellness|Health Care|Physicians	70000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Practice Fusion	Western Technology Investment	Electronic Health Records|Health and Wellness|Health Care|Physicians	6000000	Healthcare	USA	Artis Ventures, KPCB, Industry Ventures	
Privia Health	Health Enterprise Partners	Doctors|Electronic Health Records|Health and Wellness|Medical|Physicians	12300000	Healthcare	USA	Goldman Sachs, Health Enterprise Partners	
Raise Marketplace	Accel	Curated Web|E-Commerce|Gift Card	62000000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Bessemer Venture Partners	Curated Web|E-Commerce|Gift Card	18100000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Bessemer Venture Partners	Curated Web|E-Commerce|Gift Card	62000000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
Raise Marketplace	Eleni Bousis	Curated Web|E-Commerce|Gift Card	4500000	E-Commerce	USA	Bessemer Venture Partners, Listen Ventures, New Enterprise Associates	
