Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
TutorGroup	Silverlink Capital	Cloud Computing|Education|English-Speaking|Internet|Language Learning	200000000	$1	11/18/2015	China	Ed Tech	QiMing Venture Partners, Temasek Holdings, Silverlink Capital
TutorGroup	Temasek Holdings	Cloud Computing|Education|English-Speaking|Internet|Language Learning	100000000	$1	11/18/2015	China	Ed Tech	QiMing Venture Partners, Temasek Holdings, Silverlink Capital
Twilio	500 Startups	Enterprise Software	12000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Altimeter Capital	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Amazon	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Arrowpoint Partners	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Bessemer Venture Partners	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Bessemer Venture Partners	Enterprise Software	12000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Bessemer Venture Partners	Enterprise Software	17000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Bessemer Venture Partners	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Bessemer Venture Partners	Enterprise Software	70000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Chris Sacca	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Dave McClure	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	David Cohen	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	David Cohen	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Draper Fisher Jurvetson (DFJ)	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Draper Fisher Jurvetson (DFJ)	Enterprise Software	70000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	FF Angel LLC	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Fidelity Investments	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Founders Fund	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Infocomm Investments	Enterprise Software	17000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Jeff Fluhr	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	K9 Ventures	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	K9 Ventures	Enterprise Software	12000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	K9 Ventures	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Lowercase Capital	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Manu Kumar	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Manu Kumar	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Mitchell Kapor	Enterprise Software	1000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Mitchell Kapor	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Redpoint Ventures	Enterprise Software	70000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	SV Angel	Enterprise Software	12000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Salesforce Ventures	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	T. Rowe Price	Enterprise Software	130000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Union Square Ventures	Enterprise Software	12000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Union Square Ventures	Enterprise Software	17000000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Twilio	Union Square Ventures	Enterprise Software	3700000	$1.1	5/4/2015	USA	Internet Software & Services	Bessemer Venture Partners, Draper Fisher Jurvetson, Redpoint Ventures
Uber	AITV (Accelerate IT Ventures)	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Alfred Lin	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	11000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Alfred Lin	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Babak Nivi	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Baidu	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Baidu	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	600000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Benchmark	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	11000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Benchmark	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	258000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Benchmark	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Bennett Coleman and Co Ltd	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	BlackRock	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Bobby Yazdani	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	CrunchFund	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Cyan Banister	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Data Collective	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	David Cohen	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Fidelity Investments	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	First Round	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	11000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	First Round	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Foundation Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Founder Collective	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Garrett Camp	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	200000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Goldman Sachs	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1600000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Goldman Sachs	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Google Ventures	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Google Ventures	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	258000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	HDS Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Innovation Endeavors	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	11000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Jason Calacanis	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Jason Port	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Jeff Bezos	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Josh Spear	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Kleiner Perkins Caufield & Byers	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Lone Pine Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Lowercase Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	11000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Lowercase Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Menlo Ventures	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Menlo Ventures	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Microsoft	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Microsoft Corporation - Strategic Investments	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Mike Walsh	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Mitchell Kapor	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Naval Ravikant	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	New Enterprise Associates	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Nihal Mehta	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Oren Michels	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Qatar Investment Authority	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Scott Banister	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	11000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Scott Banister	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Shawn Fanning	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1250000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Sherpa Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Sherpa Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Signatures Capital	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Summit Action Fund	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Summit Partners	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	TPG Growth	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	258000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Tata Opportunities Fund	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	100000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Times Internet	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1000000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Travis Kalanick	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	200000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Troy Carter	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Tusk Ventures	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	37000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Uber	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	258000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Valiant Capital Partners	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Uber	Wellington Management	Automotive|Design|Limousines|Public Transportation|Real Time|Transportation	1200000000	$62.5	8/23/2013	USA	On-Demand	Lowercase Capital, Benchmark Capital, Google Ventures
Udacity	Andreessen Horowitz	EdTech|Education	105000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Andreessen Horowitz	EdTech|Education	15000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Andreessen Horowitz	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Baillie Gifford	EdTech|Education	105000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Bertelsmann	EdTech|Education	105000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Bertelsmann	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	CRV	EdTech|Education	15000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	CRV	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	CRV	EdTech|Education	5000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Cox Enterprises	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Drive Capital	EdTech|Education	105000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Drive Capital	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Emerson Collective	EdTech|Education	105000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	George Zachary	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Google Ventures	EdTech|Education	105000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Peter Levine	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Recruit Holdings	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Steve Blank	EdTech|Education	15000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Udacity	Valor Capital Group	EdTech|Education	35000000	$1.1	11/11/2015	USA	Internet Software & Services	Andreessen Horowitz, CRV, Bertelsmann Digital Media Investments
Uptake	Elliot Ng	Search|Travel	3000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	GreatPoint Ventures	Analytics|Big Data|Internet of Things	45000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	Lightbank	Analytics|Big Data|Internet of Things	45000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	New Enterprise Associates	Analytics|Big Data|Internet of Things	45000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	Shasta Ventures	Search|Travel	10000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	Shasta Ventures	Search|Travel	3000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	Shasta Ventures	Search|Travel	3000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
Uptake	Trinity Ventures	Search|Travel	10000000	$1.1	10/27/2015	USA	Big Data	GreatPoint Ventures, New Enterprise Associates, Caterpillar
VANCL	CITIC PE	E-Commerce	230000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Ceyuan Ventures	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Ceyuan Ventures	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Hotung Venture Group	E-Commerce	230000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	IDG Capital Partners	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	IDG Capital Partners	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	IDG Capital Partners	E-Commerce	230000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Lei Jun	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	NewMargin Ventures	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	QiMing Venture Partners	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	SAIF Partners	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	SAIF Partners	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Temasek Holdings	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Temasek Holdings	E-Commerce	230000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Tiger Global Management	E-Commerce	100000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
VANCL	Tiger Global Management	E-Commerce	230000000	$3	12/14/2010	China	eCommerce/Marketplace	Ceyuan Ventures, QiMing Venture Partners, Temasek Holdings
Vice Media	21st Century Fox	News|Television|Video|Video Streaming	70000000	$4	8/17/2013	USA	Media	Technology Crossover Ventures, A&E Television Networks
Vice Media	A&E Television Networks	News|Television|Video|Video Streaming	250000000	$4	8/17/2013	USA	Media	Technology Crossover Ventures, A&E Television Networks
Vice Media	Technology Crossover Ventures	News|Television|Video|Video Streaming	250000000	$4	8/17/2013	USA	Media	Technology Crossover Ventures, A&E Television Networks
Vox Media	Accel	Advertising Platforms|Digital Media|News|Sports|Technology	10500000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Accel	Advertising Platforms|Digital Media|News|Sports|Technology	34000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Accel	Advertising Platforms|Digital Media|News|Sports|Technology	5000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Accel	Advertising Platforms|Digital Media|News|Sports|Technology	8000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Allen & Company	Advertising Platforms|Digital Media|News|Sports|Technology	5000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Allen & Company	Advertising Platforms|Digital Media|News|Sports|Technology	8000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Comcast Interactive Capital	Advertising Platforms|Digital Media|News|Sports|Technology	8000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Comcast Ventures	Advertising Platforms|Digital Media|News|Sports|Technology	10500000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	General Atlantic	Advertising Platforms|Digital Media|News|Sports|Technology	46500000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Khosla Ventures	Advertising Platforms|Digital Media|News|Sports|Technology	10500000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	NBC Universal	Advertising Platforms|Digital Media|News|Sports|Technology	200000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Vox Media	Ted Leonsis	Advertising Platforms|Digital Media|News|Sports|Technology	8000000	$1	8/12/2015	USA	Media	Accel Partners, Comcast Ventures, General Atlantic
Warby Parker	American Express	E-Commerce|Fashion|Retail	41500000	$1.2	4/30/2015	USA	eCommerce/Marketplace	BoxGroup, Felicis Ventures, First Round Capital
Warby Parker	Andrew Boszhardt, Jr.	E-Commerce|Fashion|Retail	1500000	$1.2	4/30/2015	USA	eCommerce/Marketplace	BoxGroup, Felicis Ventures, First Round Capital
